CBSA,ZIP,Locale,State,CBSA Title
47900,20218,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
34980,37118,Milton,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
NULL,70591,Welsh,LA,NULL
24860,29641,Easley,SC,"Greenville-Anderson, SC"
12060,30371,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
21260,98940,Ronald,WA,"Ellensburg, WA"
44180,65612,Bois D Arc,MO,"Springfield, MO"
36140,08242,Rio Grande,NJ,"Ocean City, NJ"
38300,16035,Forestville,PA,"Pittsburgh, PA"
27900,64865,Seneca,MO,"Joplin, MO"
27140,39130,Madison,MS,"Jackson, MS"
11420,46747,Hudson,IN,"Angola, IN"
NULL,24280,Rosedale,VA,NULL
14460,02266,Boston,MA,"Boston-Cambridge-Newton, MA-NH"
44620,54407,Amherst Junction,WI,"Stevens Point, WI"
17420,37323,Cleveland,TN,"Cleveland, TN"
13820,35266,Birmingham,AL,"Birmingham-Hoover, AL"
31080,90041,Los Angelese,CA,"Los Angeles-Long Beach-Anaheim, CA"
39660,57785,Sturgis,SD,"Rapid City, SD"
47900,20853,Rockville md,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
42660,98101,"Seattle ",WA,"Seattle-Tacoma-Bellevue, WA"
17900,29180,Winnsboro,SC,"Columbia, SC"
35380,70139,New Orleans,LA,"New Orleans-Metairie, LA"
38340,01242,Lenox Dale,MA,"Pittsfield, MA"
38300,15261,Univ Of Pittsburgh,PA,"Pittsburgh, PA"
36540,68197,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
35620,08889,White Hse Sta,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
43020,54162,Pulaski,WI,"Shawano, WI"
42540,18615,Falls,PA,"Scranton--Wilkes-Barre, PA"
12580,21215,baltimore,MD,"Baltimore-Columbia-Towson, MD"
NULL,96213,Apo,AP,NULL
31140,40129,Hillview,KY,"Louisville/Jefferson County, KY-IN"
21660,97461,Noti,OR,"Eugene-Springfield, OR"
19100,75077,Copper Canyon,TX,"Dallas-Fort Worth-Arlington, TX"
NULL,14803,Alfred Station,NY,NULL
41620,84190,Salt Lake City,UT,"Salt Lake City, UT"
35620,07752,Navesink,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
41180,63121,Bel Nor,MO,"St. Louis, MO-IL"
37940,46970,Peru,IN,"Peru, IN"
40140,92516,Riverside,CA,"Riverside-San Bernardino-Ontario, CA"
NULL,73032,Dougherty,OK,NULL
17140,45222,Cincinnati,OH,"Cincinnati, OH-KY-IN"
23460,35907,Gadsden,AL,"Gadsden, AL"
12580,21411,Annapolis,MD,"Baltimore-Columbia-Towson, MD"
17820,80914,Colorado Springs,CO,"Colorado Springs, CO"
NULL,05740,East Middlebury,VT,NULL
12660,53941,La Valle,WI,"Baraboo, WI"
NULL,95666,Pioneer,CA,NULL
NULL,82219,Jay Em,WY,NULL
30420,68937,Elwood,NE,"Lexington, NE"
26500,17260,Shirleysburg,PA,"Huntingdon, PA"
25420,17055,Bowmansdale,PA,"Harrisburg-Carlisle, PA"
45300,33550,Mango,FL,"Tampa-St. Petersburg-Clearwater, FL"
31080,90040,Cty Of Cmmrce,CA,"Los Angeles-Long Beach-Anaheim, CA"
NULL,96554,Dpo,AP,NULL
21540,49894,Wells,MI,"Escanaba, MI"
NULL,39345,Newton,MS,NULL
NULL,42328,Centertown,KY,NULL
29660,82063,Jelm,WY,"Laramie, WY"
40140,91752,Eastvale,CA,"Riverside-San Bernardino-Ontario, CA"
31080,91012,La Canada,CA,"Los Angeles-Long Beach-Anaheim, CA"
10580,12306,Rotterdam,NY,"Albany-Schenectady-Troy, NY"
NULL,96373,FPO,AP,NULL
10140,98568,Oakville,WA,"Aberdeen, WA"
12420,78683,Round Rock,TX,"Austin-Round Rock-Georgetown, TX"
38300,15068,Arnold,PA,"Pittsburgh, PA"
38300,16046,mars,PA,"Pittsburgh, PA"
33100,33162,North Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
41740,92085,"Vista ",CA,"San Diego-Chula Vista-Carlsbad, CA"
27260,32259,St. Johns,FL,"Jacksonville, FL"
45060,13121,New Haven,NY,"Syracuse, NY"
NULL,04745,Frenchville,ME,NULL
NULL,68713,Atkinson,NE,NULL
24420,97544,Williams,OR,"Grants Pass, OR"
17140,41075,Ft. Thomas,KY,"Cincinnati, OH-KY-IN"
NULL,03812,Harts Location,NH,NULL
NULL,41635,Harold,KY,NULL
33460,55055,Newport,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
41980,00966,Urb Garden Hls,PR,"San Juan-Bayam�n-Caguas, PR"
28420,99350,Prosser,WA,"Kennewick-Richland, WA"
27260,32080,Anastasia Island,FL,"Jacksonville, FL"
NULL,75855,Oakwood,TX,NULL
27600,30567,Pendergrass,GA,"Jefferson, GA"
40060,23894,Wilsons,VA,"Richmond, VA"
30420,68850,Lexington,NE,"Lexington, NE"
NULL,32426,Campbellton,FL,NULL
37980,08042,Juliustown,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
14540,42170,Woodburn,KY,"Bowling Green, KY"
11260,99520,Anchorage,AK,"Anchorage, AK"
NULL,30428,Glenwood,GA,NULL
45340,87549,Ojo Caliente,NM,"Taos, NM"
41180,62060,Madison,IL,"St. Louis, MO-IL"
NULL,51532,Elliott,IA,NULL
33340,53076,Richfield,WI,"Milwaukee-Waukesha, WI"
NULL,41501,Pikeville,KY,NULL
25540,06138,East Hartford,CT,"Hartford-East Hartford-Middletown, CT"
39460,33983,Pt Charlotte,FL,"Punta Gorda, FL"
NULL,38921,Charleston,MS,NULL
16980,60065,Northbrook,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
19820,48308,Rochester,MI,"Detroit-Warren-Dearborn, MI"
NULL,93526,Independence,CA,NULL
10540,97377,Shedd,OR,"Albany-Lebanon, OR"
31080,92694,Rancho Mission Biejo,CA,"Los Angeles-Long Beach-Anaheim, CA"
21060,42732,Eastview,KY,"Elizabethtown-Fort Knox, KY"
NULL,59349,Terry,MT,NULL
39820,96062,Millville,CA,"Redding, CA"
41860,94553,Pacheco,CA,"San Francisco-Oakland-Berkeley, CA"
47900,20105,Aldie,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37980,19809,Bellefonte,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
16740,28269,CHARLOTTE,NC,"Charlotte-Concord-Gastonia, NC-SC"
16220,82605,Casper,WY,"Casper, WY"
16980,60047,Hawthorn Wds,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
NULL,54212,Fish Creek,WI,NULL
NULL,22485,Owens,VA,NULL
19340,52802,Davenport,IA,"Davenport-Moline-Rock Island, IA-IL"
42660,98158,Seattle,WA,"Seattle-Tacoma-Bellevue, WA"
21700,95555,Orick,CA,"Eureka-Arcata, CA"
35620,07660,Ridgefield Pk,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,51654,Thurman,IA,NULL
25760,72355,Lexa,AR,"Helena-West Helena, AR"
24140,27532,Goldsboro,NC,"Goldsboro, NC"
NULL,28617,Crumpler,NC,NULL
NULL,68061,Tekamah,NE,NULL
NULL,05301,Gilford,VT,NULL
32700,67456,Lindsborg,KS,"McPherson, KS"
24220,58204,Gfafb,ND,"Grand Forks, ND-MN"
13740,59046,Lavina,MT,"Billings, MT"
11540,54165,Seymour,WI,"Appleton, WI"
NULL,85238,Maricopa,AZ,NULL
25420,17007,Boiling Sprgs,PA,"Harrisburg-Carlisle, PA"
29180,70578,Rayne,LA,"Lafayette, LA"
19100,75135,Caddo Mills,TX,"Dallas-Fort Worth-Arlington, TX"
46520,96813,Hon,HI,"Urban Honolulu, HI"
47900,22211,Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41620,84108,Slc,UT,"Salt Lake City, UT"
35420,44681,Sugarcreek,OH,"New Philadelphia-Dover, OH"
35620,10004,Bowling Green,NY,"New York-Newark-Jersey City, NY-NJ-PA"
17900,29030,Cameron,SC,"Columbia, SC"
NULL,04911,Anson,ME,NULL
12580,21015,Bel air,MD,"Baltimore-Columbia-Towson, MD"
32700,67464,Marquette,KS,"McPherson, KS"
NULL,45843,Forest,OH,NULL
38340,01240,"Lenox ",MA,"Pittsfield, MA"
NULL,59820,Alberton,MT,NULL
NULL,39828,Cario,GA,NULL
NULL,38330,Dyer,TN,NULL
NULL,09803,APO,AE,NULL
32820,38190,Memphis,TN,"Memphis, TN-MS-AR"
12300,04330,Chelsea,ME,"Augusta-Waterville, ME"
43620,57101,Sioux Falls,SD,"Sioux Falls, SD"
NULL,96531,FPO,AP,NULL
49340,06235,Chaplin,CT,"Worcester, MA-CT"
46060,85738,Catalina,AZ,"Tucson, AZ"
10580,12255,Albany,NY,"Albany-Schenectady-Troy, NY"
12580,21401,"Annapolis ",MD,"Baltimore-Columbia-Towson, MD"
31080,90022,E Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
23540,32607,GAINESVILLE,FL,"Gainesville, FL"
36420,73120,The Village,OK,"Oklahoma City, OK"
28740,12449,Lake Katrine,NY,"Kingston, NY"
38240,28350,lakeview,NC,"Pinehurst-Southern Pines, NC"
NULL,21632,"Federalsburg ",MD,NULL
NULL,26405,Moatsville,WV,NULL
NULL,50611,Bristow,IA,NULL
14660,56455,Ironton,MN,"Brainerd, MN"
10580,12859,Porter Corners,NY,"Albany-Schenectady-Troy, NY"
NULL,05760,Orwell,VT,NULL
NULL,59821,Arlee,MT,NULL
47380,76691,West,TX,"Waco, TX"
19820,48039,Cottrellville Twp,MI,"Detroit-Warren-Dearborn, MI"
35620,10026,Morningside,NY,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,15784,Worthville,PA,NULL
35620,12504,Annandale,NY,"New York-Newark-Jersey City, NY-NJ-PA"
19100,76109,"Fort Worth ",TX,"Dallas-Fort Worth-Arlington, TX"
12060,30087,Smoke Rise,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
NULL,27315,Providence,NC,NULL
NULL,71355,Moreauville,LA,NULL
NULL,00804,St. Thomas,VI,NULL
12580,21108,millersville,MD,"Baltimore-Columbia-Towson, MD"
40140,92286,Yucca Valley,CA,"Riverside-San Bernardino-Ontario, CA"
41400,43920,E Liverpool,OH,"Salem, OH"
12580,21071,Glindon,MD,"Baltimore-Columbia-Towson, MD"
17140,45050,Monroe,OH,"Cincinnati, OH-KY-IN"
47900,21702,Frederick,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47900,21780,Sabillasville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
45300,34683,Palm Harbor,FL,"Tampa-St. Petersburg-Clearwater, FL"
16740,28262,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC"
12580,20723,Laurel,MD,"Baltimore-Columbia-Towson, MD"
12580,21146,Severna Park,MD,"Baltimore-Columbia-Towson, MD"
12580,21205,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
19780,50313,Des Moines,IA,"Des Moines-West Des Moines, IA"
33100,33404,Riviera Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
47900,20854,Potomac,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47900,20771,Greenbelt,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41540,21842,Ocean City,MD,"Salisbury, MD-DE"
27260,32082,Ponte Vedra Beach,FL,"Jacksonville, FL"
38060,85233,Gilbert,AZ,"Phoenix-Mesa-Chandler, AZ"
25180,21742,Hagerstown,MD,"Hagerstown-Martinsburg, MD-WV"
42220,95497,The Sea Ranch,CA,"Santa Rosa-Petaluma, CA"
37980,19701,Bear,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
39580,27513,Cary,NC,"Raleigh-Cary, NC"
35620,08831,Monroe Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
47900,20732,Chesapeake Beach,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37980,08057,Moorestown,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
12580,21060,Glen Burnie,MD,"Baltimore-Columbia-Towson, MD"
12580,21239,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
12580,21287,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
42660,98407,Tacoma,WA,"Seattle-Tacoma-Bellevue, WA"
37980,19803,Wilmington,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
35980,06351,Canterbury,CT,"Norwich-New London, CT"
47900,21754,Ijamsville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
19740,80219,Denver,CO,"Denver-Aurora-Lakewood, CO"
47260,23508,Norfolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
32820,38139,Germantown,TN,"Memphis, TN-MS-AR"
25180,21740,Hagerstown,MD,"Hagerstown-Martinsburg, MD-WV"
19100,76085,Weatherford,TX,"Dallas-Fort Worth-Arlington, TX"
10980,49766,Ossineke,MI,"Alpena, MI"
39860,55066,Red Wing,MN,"Red Wing, MN"
37980,19101,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
12580,21216,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
30700,68434,Seward,NE,"Lincoln, NE"
37980,19440,Hatfield,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
12580,21154,Street,MD,"Baltimore-Columbia-Towson, MD"
25540,06457,Middletown,CT,"Hartford-East Hartford-Middletown, CT"
12580,21738,Glenwood,MD,"Baltimore-Columbia-Towson, MD"
40060,23218,Richmond,VA,"Richmond, VA"
31080,91104,Pasadena,CA,"Los Angeles-Long Beach-Anaheim, CA"
33100,33428,Boca Raton,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
40060,23234,Richmond,VA,"Richmond, VA"
31080,90025,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
47660,64093,Warrensburg,MO,"Warrensburg, MO"
35620,10010,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA"
37980,08075,Riverside,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
12420,78746,Austin,TX,"Austin-Round Rock-Georgetown, TX"
27260,32080,Saint Augustine,FL,"Jacksonville, FL"
29540,17603,Lancaster,PA,"Lancaster, PA"
31080,90232,Culver City,CA,"Los Angeles-Long Beach-Anaheim, CA"
35620,07716,Atlantic Highlands,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
23240,78624,Fredericksburg,TX,"Fredericksburg, TX"
26420,77004,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
41860,94103,San Francisco,CA,"San Francisco-Oakland-Berkeley, CA"
42660,98164,Seattle,WA,"Seattle-Tacoma-Bellevue, WA"
38060,85268,Fountain Hills,AZ,"Phoenix-Mesa-Chandler, AZ"
39060,17931,Frackville,PA,"Pottsville, PA"
36740,32778,Tavares,FL,"Orlando-Kissimmee-Sanford, FL"
37980,21920,Elk Mills,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
12580,21223,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
12420,78723,Austin,TX,"Austin-Round Rock-Georgetown, TX"
47900,22308,Alexandria,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
35620,07092,Mountainside,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
42660,98052,Redmond,WA,"Seattle-Tacoma-Bellevue, WA"
19740,80202,Denver,CO,"Denver-Aurora-Lakewood, CO"
12580,21286,Baltimore,MD,"Baltimore-Columbia-Towson, MD"
35620,10595,Valhalla,NY,"New York-Newark-Jersey City, NY-NJ-PA"
41940,95127,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA"
12580,21226,Orchard Beach,MD,"Baltimore-Columbia-Towson, MD"
19100,75019,Coppell,TX,"Dallas-Fort Worth-Arlington, TX"
35620,07458,Upper Saddle River,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
38060,85016,Phoenix,AZ,"Phoenix-Mesa-Chandler, AZ"
17140,45247,Cincinnati,OH,"Cincinnati, OH-KY-IN"
47900,20824,Bethesda,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
19740,80238,Denver,CO,"Denver-Aurora-Lakewood, CO"
35620,07417,Franklin Lakes,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
12580,21666,Stevensville,MD,"Baltimore-Columbia-Towson, MD"
27540,47567,Petersburg,IN,"Jasper, IN"
35620,07435,Newfoundland,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
45300,33544,Wesley Chapel,FL,"Tampa-St. Petersburg-Clearwater, FL"
31080,92835,Fullerton,CA,"Los Angeles-Long Beach-Anaheim, CA"
31080,90034,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
41740,92029,Escondido,CA,"San Diego-Chula Vista-Carlsbad, CA"
37860,32563,Gulf Breeze,FL,"Pensacola-Ferry Pass-Brent, FL"
38060,85060,Phoenix,AZ,"Phoenix-Mesa-Chandler, AZ"
19820,48065,Bruce,MI,"Detroit-Warren-Dearborn, MI"
28940,37871,Straw Plains,TN,"Knoxville, TN"
33100,33067,Coral Springs,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
35840,34204,Bradenton,FL,"North Port-Sarasota-Bradenton, FL"
48220,73601,Clinton,OK,"Weatherford, OK"
36540,68154,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
38060,85377,Carefree,AZ,"Phoenix-Mesa-Chandler, AZ"
35620,07762,Spring Lake,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
14460,02482,Wellesley,MA,"Boston-Cambridge-Newton, MA-NH"
NULL,39429,Columbia,MS,NULL
26420,77007,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
29820,89146,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV"
NULL,23420,Painter,VA,NULL
49620,17406,Hellam,PA,"York-Hanover, PA"
12060,30319,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
41180,62026,Edwardsville,IL,"St. Louis, MO-IL"
35620,07663,Saddle Brook,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
10180,79601,Abilene,TX,"Abilene, TX"
26900,46204,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN"
37100,93004,Ventura,CA,"Oxnard-Thousand Oaks-Ventura, CA"
15380,14302,Niagara Falls,NY,"Buffalo-Cheektowaga, NY"
17380,38732,Cleveland,MS,"Cleveland, MS"
20500,27515,Chapel Hill,NC,"Durham-Chapel Hill, NC"
35620,11542,Glen Cove,NY,"New York-Newark-Jersey City, NY-NJ-PA"
42660,98004,Yarrow Point,WA,"Seattle-Tacoma-Bellevue, WA"
33540,59801,Missoula,MT,"Missoula, MT"
37980,18974,Warminster,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
40060,23285,Richmond,VA,"Richmond, VA"
18060,39705,Columbus,MS,"Columbus, MS"
47260,23692,Yorktown,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
19820,48043,Mount Clemens,MI,"Detroit-Warren-Dearborn, MI"
35980,06420,Salem,CT,"Norwich-New London, CT"
14460,01960,Peabody,MA,"Boston-Cambridge-Newton, MA-NH"
12580,21036,Dayton,MD,"Baltimore-Columbia-Towson, MD"
35300,06471,North Branford,CT,"New Haven-Milford, CT"
17460,44256,Medina,OH,"Cleveland-Elyria, OH"
28940,37917,Knoxville,TN,"Knoxville, TN"
NULL,01370,Shelburne,MA,NULL
14580,59718,Bozeman,MT,"Bozeman, MT"
33100,33124,Coral Gables,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
47900,20548,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
41500,93923,Carmel,CA,"Salinas, CA"
25900,96738,Waikoloa,HI,"Hilo, HI"
35620,07605,Leonia,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
40900,95616,Davis,CA,"Sacramento-Roseville-Folsom, CA"
40420,61107,Rockford,IL,"Rockford, IL"
40060,23233,Henrico,VA,"Richmond, VA"
26460,12184,Valatie,NY,"Hudson, NY"
27260,32223,Jacksonville,FL,"Jacksonville, FL"
19740,80222,Denver,CO,"Denver-Aurora-Lakewood, CO"
40900,95670,Rancho Cordova,CA,"Sacramento-Roseville-Folsom, CA"
21340,79927,El Paso,TX,"El Paso, TX"
38900,97232,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA"
42220,95472,Sebastopol,CA,"Santa Rosa-Petaluma, CA"
40060,23002,Amelia Court House,VA,"Richmond, VA"
47240,02575,West Tisbury,MA,"Vineyard Haven, MA"
46060,85711,Tucson,AZ,"Tucson, AZ"
16980,60532,Lisle,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
41860,94544,Hayward,CA,"San Francisco-Oakland-Berkeley, CA"
36540,68198,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
12060,30341,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
16980,60076,Skokie,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
28780,78364,Kingsville,TX,"Kingsville, TX"
25940,29926,Hilton Head,SC,"Hilton Head Island-Bluffton, SC"
26420,77254,Houston,TX,"Houston-The Woodlands-Sugar Land, TX"
22260,56572,Pelican Rapids,MN,"Fergus Falls, MN"
16740,28144,Salisbury,NC,"Charlotte-Concord-Gastonia, NC-SC"
20700,18360,Stroudsburg,PA,"East Stroudsburg, PA"
20660,21647,McDaniel,MD,"Easton, MD"
20100,19977,Smyrna,DE,"Dover, DE"
12580,21071,Glyndon,MD,"Baltimore-Columbia-Towson, MD"
37980,19333,Devon,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
36540,68131,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
20740,54720,Altoona,WI,"Eau Claire, WI"
48620,67202,Wichita,KS,"Wichita, KS"
47900,20747,Forestville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
16980,60153,Maywood,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
19100,76106,Fort Worth,TX,"Dallas-Fort Worth-Arlington, TX"
40220,24013,Roanoke,VA,"Roanoke, VA"
31300,28359,Lumberton,NC,"Lumberton, NC"
34700,52761,Muscatine,IA,"Muscatine, IA"
33220,48674,Midland,MI,"Midland, MI"
34980,37064,Franklin,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN"
45780,43604,Toledo,OH,"Toledo, OH"
43740,15926,Central City,PA,"Somerset, PA"
31080,90201,Bell,CA,"Los Angeles-Long Beach-Anaheim, CA"
35620,07712,Interlaken,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
35620,11435,Briarwood,NY,"New York-Newark-Jersey City, NY-NJ-PA"
46520,96813,Honolulu,HI,"Urban Honolulu, HI"
33340,53219,Milwaukee,WI,"Milwaukee-Waukesha, WI"
28140,66209,Overland Park,KS,"Kansas City, MO-KS"
33340,53217,Milwaukee,WI,"Milwaukee-Waukesha, WI"
17900,29250,Columbia,SC,"Columbia, SC"
46060,85743,Tucson,AZ,"Tucson, AZ"
NULL,84060,Park City,UT,NULL
12020,30677,Watkinsville,GA,"Athens-Clarke County, GA"
13820,35213,Mountain Brk,AL,"Birmingham-Hoover, AL"
41860,94945,Novato,CA,"San Francisco-Oakland-Berkeley, CA"
10900,18045,Easton,PA,"Allentown-Bethlehem-Easton, PA-NJ"
NULL,23901,Farmville,VA,NULL
19820,48208,Detroit,MI,"Detroit-Warren-Dearborn, MI"
10580,12110,Latham,NY,"Albany-Schenectady-Troy, NY"
NULL,57747,Hot Springs,SD,NULL
36540,68105,Omaha,NE,"Omaha-Council Bluffs, NE-IA"
44060,99201,Spokane,WA,"Spokane-Spokane Valley, WA"
39740,19518,Douglassville,PA,"Reading, PA"
35620,11771,Oyster Bay,NY,"New York-Newark-Jersey City, NY-NJ-PA"
40140,92373,Redlands,CA,"Riverside-San Bernardino-Ontario, CA"
19100,76148,Watauga,TX,"Dallas-Fort Worth-Arlington, TX"
28660,76550,Lampasas,TX,"Killeen-Temple, TX"
28140,64110,Kansas City,MO,"Kansas City, MO-KS"
35380,70151,New Orleans,LA,"New Orleans-Metairie, LA"
40220,24083,Daleville,VA,"Roanoke, VA"
28140,64111,Kansas City,MO,"Kansas City, MO-KS"
45860,06031,Falls Village,CT,"Torrington, CT"
37980,18950,Point Pleasant,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
39900,89512,Reno,NV,"Reno, NV"
31080,90048,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA"
16180,89702,Carson City,NV,"Carson City, NV"
12060,30312,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA"
45300,33710,Saint Petersburg,FL,"Tampa-St. Petersburg-Clearwater, FL"
41980,00979,Carolina,PR,"San Juan-Bayam�n-Caguas, PR"
47900,20451,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
17140,45206,Cincinnati,OH,"Cincinnati, OH-KY-IN"
16980,60602,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
14460,02301,Brockton,MA,"Boston-Cambridge-Newton, MA-NH"
35620,10465,Bronx,NY,"New York-Newark-Jersey City, NY-NJ-PA"
33460,55331,Excelsior,MN,"Minneapolis-St. Paul-Bloomington, MN-WI"
47900,20549,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
21700,95521,Arcata,CA,"Eureka-Arcata, CA"
NULL,30582,Young Harris,GA,NULL
41740,92027,Escondido,CA,"San Diego-Chula Vista-Carlsbad, CA"
42340,31404,Savannah,GA,"Savannah, GA"
14460,02345,Manomet,MA,"Boston-Cambridge-Newton, MA-NH"
26420,77568,La Marque,TX,"Houston-The Woodlands-Sugar Land, TX"
40060,23120,Moseley,VA,"Richmond, VA"
19820,48203,Highland Park,MI,"Detroit-Warren-Dearborn, MI"
41700,78231,San Antonio,TX,"San Antonio-New Braunfels, TX"
27860,72403,Jonesboro,AR,"Jonesboro, AR"
47260,23514,Norfolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC"
36540,68046,Papillion,NE,"Omaha-Council Bluffs, NE-IA"
28140,66043,Lansing,KS,"Kansas City, MO-KS"
42660,98466,Tacoma,WA,"Seattle-Tacoma-Bellevue, WA"
48300,98801,Wenatchee,WA,"Wenatchee, WA"
38900,98665,Vancouver,WA,"Portland-Vancouver-Hillsboro, OR-WA"
35620,07307,Jersey City,NJ,"New York-Newark-Jersey City, NY-NJ-PA"
NULL,09870,Dpo,AE,NULL
16980,60007,Elk Grove Village,IL,"Chicago-Naperville-Elgin, IL-IN-WI"
17980,31901,Columbus,GA,"Columbus, GA-AL"
37900,61636,Peoria,IL,"Peoria, IL"
33100,33199,Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
33100,33312,Fort Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL"
29820,89011,Henderson,NV,"Las Vegas-Henderson-Paradise, NV"
38500,46511,Culver,IN,"Plymouth, IN"
37980,19525,Gilbertsville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
27060,14882,Lansing,NY,"Ithaca, NY"
41740,91902,Bonita,CA,"San Diego-Chula Vista-Carlsbad, CA"
22780,65583,Waynesville,MO,"Fort Leonard Wood, MO"
47900,20586,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
14460,03038,Derry,NH,"Boston-Cambridge-Newton, MA-NH"
27980,96708,Haiku,HI,"Kahului-Wailuku-Lahaina, HI"
38300,15134,McKeesport,PA,"Pittsburgh, PA"
NULL,23824,Blackstone,VA,NULL
26900,46011,Anderson,IN,"Indianapolis-Carmel-Anderson, IN"
38060,85262,Scottsdale,AZ,"Phoenix-Mesa-Chandler, AZ"
